country,city,pm10,Year,pm25,population,color_pm25,color_pm10,avg_income
Austria,Stixneusiedl,18.71395415,2014,13.19320678,5919,yellow,green,High income
Austria,Stockerau,22.86969575,2014,16.12297554,15624,orange,yellow,High income
Austria,Streithofen,20.07669525,2014,14.15392973,5919,yellow,yellow,High income
Austria,Tamsweg,16.96959703,2014,11.96344721,5628,yellow,green,High income
Austria,Thaures,11.51717316,2014,8.119526522,128,green,green,High income
Austria,Traismauer,21.69741104,2014,15.29652302,5919,orange,yellow,High income
Austria,Traun,20.93811662,2014,14.76122576,23709,yellow,yellow,High income
Austria,Tulln,20.07418604,2014,14.4042139,15169,yellow,yellow,High income
Austria,Tulln An Der Donau,21.02241759,2014,14.82065736,15169,yellow,yellow,High income
Austria,Villach,17.40103582,2014,12.26760854,59324,yellow,green,High income
Austria,Voitsberg,21.42887915,2014,15.10720992,9619,orange,yellow,High income
Austria,Vomp,15.2824742,2014,10.77403742,4657,yellow,green,High income
Austria,Weiz,23.81920396,2014,16.79237219,11240,orange,yellow,High income
Austria,Wels,22.03480643,2014,15.8337912,58591,orange,yellow,High income
Austria,Wien,22.74539473,2014,15.80186446,1652790,orange,yellow,High income
Austria,WienUmgebung,22.04890018,2014,14.54631166,5919,yellow,yellow,High income
Austria,Wiener Neudorf,23.04431483,2014,15.31238542,8826,orange,yellow,High income
Austria,Wiener Neustadt,17.70496052,2014,12.48187333,41305,yellow,green,High income
Austria,Wolfsberg,19.90736917,2014,15.93085806,24981,orange,green,High income
Austria,Worgl,16.08558658,2014,11.34022603,12751,yellow,green,High income
Austria,Zell,17.42163159,2014,12.28212841,624,yellow,green,High income
Austria,Zeltweg,16.74341293,2014,11.803989,7176,yellow,green,High income
Austria,Ziersdorf,20.43116191,2014,14.40382624,3300,yellow,yellow,High income
Belgium,Aarschot,20.80754462,2014,13.07478253,28647,yellow,yellow,High income
Belgium,Andenne,14.24186394,2014,8.90826711,25537,green,green,High income
Belgium,Antwerpen,24.67594981,2014,15.8409933,993511,orange,yellow,High income
Belgium,Baelen,15.85662464,2014,10.16860355,4386,yellow,green,High income
Belgium,BerchemSainteAgathe,21.28432183,2014,12.93955791,24701,yellow,yellow,High income
Belgium,Bertrix,12.24919377,2014,7.99011899,8422,green,green,High income
Belgium,Beveren,22.39056356,2014,16.90165662,46588,orange,yellow,High income
Belgium,Boom,21.69061469,2014,13.62967497,17042,yellow,yellow,High income
Belgium,Brugge,24.1680916,2014,15.18644067,117604,orange,yellow,High income
Belgium,Bruxelles,27.89421501,2014,15.75492542,2044993,orange,yellow,High income
Belgium,Charleroi,18.46727522,2014,11.05315663,392863,yellow,green,High income
Belgium,Chatelet,15.78265656,2014,9.32875034,36093,green,green,High income
Belgium,ChaumontGistoux,16.66498114,2014,11.26722252,11737,yellow,green,High income
Belgium,Damme,19.56560165,2014,12.29438607,10945,yellow,green,High income
Belgium,Dessel,21.29626696,2014,13.01104972,9185,yellow,yellow,High income
Belgium,Destelbergen,21.77680448,2014,13.68383382,17672,yellow,yellow,High income
Belgium,Diepenbeek,20.93007961,2014,13.15177953,19086,yellow,yellow,High income
Belgium,Engis,30.35453541,2014,15.43310572,5762,orange,darkred,High income
Belgium,Evergem,26.2114268,2014,15.51862996,33277,orange,yellow,High income
Belgium,Gent,26.54696431,2014,15.79263648,435341,orange,yellow,High income
Belgium,Habay,12.18401222,2014,7.99960431,8276,green,green,High income
Belgium,Hasselt,21.21268205,2014,14.36456567,73930,yellow,yellow,High income
Belgium,Herstal,16.75748745,2014,9.93409448,361767,green,green,High income
Belgium,Landen,20.55136149,2014,12.91380541,15462,yellow,yellow,High income
Belgium,Liege,18.64232678,2014,11.15822544,660055,yellow,green,High income
Belgium,Mechelen,22.87510557,2014,14.37397041,82205,yellow,yellow,High income
Belgium,Menen,25.22682109,2014,15.85171176,32964,orange,yellow,High income
Belgium,MolenbeekSaintJean,26.33957817,2014,16.67405514,96629,orange,yellow,High income
Belgium,Mons,18.60767001,2014,10.50927304,91233,yellow,green,High income
Belgium,Oostrozebeke,27.57623634,2014,17.32800769,7546,orange,yellow,High income
Belgium,Roeselare,24.53095638,2014,15.41445307,61657,orange,yellow,High income
Belgium,SaintNicolas,16.8619331,2014,10.43917195,24151,yellow,green,High income
Belgium,SainteOde,10.31719874,2014,7.17002707,2442,green,green,High income
Belgium,Schoten,22.43404584,2014,14.56267409,34173,yellow,yellow,High income
Belgium,Seraing,19.5273615,2014,11.41621339,63363,yellow,green,High income
Belgium,SintLambrechtsWoluwe,20.12979331,2014,12.64890571,55216,yellow,yellow,High income
Belgium,SommeLeuze,13.21396416,2014,8.38111573,4963,green,green,High income
Belgium,Stabroek,22.31518048,2014,15.79476934,18498,orange,yellow,High income
Belgium,Steenokkerzeel,19.94502413,2014,12.53280278,12092,yellow,green,High income
Belgium,Tournai,19.31137431,2014,12.04359915,69592,yellow,green,High income
Belgium,Uccle,23.63625274,2014,16.99492554,82307,orange,yellow,High income
Belgium,Veurne,20.29174582,2014,12.82412932,11571,yellow,yellow,High income
Belgium,Vielsalm,11.70879454,2014,7.17299384,7536,green,green,High income
Belgium,Vilvoorde,25.10390489,2014,15.77447523,40558,orange,yellow,High income
Belgium,Viroinval,11.32007714,2014,6.90631754,5914,green,green,High income
Belgium,Wielsbeke,22.30681183,2014,14.01687316,9573,yellow,yellow,High income
Belgium,Zelzate,26.76985387,2014,16.82130324,12582,orange,yellow,High income
Belgium,Zwevegem,23.28430152,2014,14.63109581,24139,yellow,yellow,High income
Belgium,Zwijndrecht,25.00276764,2014,15.71092388,18677,orange,yellow,High income
Bangladesh,Barisal,128,2014,83,408041,darkred,darkred,Lower middle income
Bangladesh,Chittagong,129,2014,72.9,4539393,darkred,darkred,Lower middle income
Bangladesh,Dhaka,149.5,2014,84.7,17598228,darkred,darkred,Lower middle income
Bangladesh,Gazipur,154,2014,89,213061,darkred,darkred,Lower middle income
Bangladesh,Narayangonj,191,2014,107,543090,darkred,darkred,Lower middle income
Bangladesh,Rajshahi,176,2014,41.7,844150,red,darkred,Lower middle income
Bangladesh,Sylhet,112,2014,61.9,671646,darkred,darkred,Lower middle income
Bulgaria,Blagoevgrad,36.84792613,2014,22.86235303,67436,orange,darkred,Upper middle income
Bulgaria,Burgas,35.24506635,2014,21.86785619,192795,orange,darkred,Upper middle income
Bulgaria,Devnya,31.06657303,2014,19.27530351,8013,orange,darkred,Upper middle income
Bulgaria,Dimitrovgrad,56.17534285,2014,34.85407877,38738,darkorange,orange,Upper middle income
Bulgaria,Dobrich,23.07872727,2014,14.3192322,91030,yellow,yellow,Upper middle income
Bulgaria,Galabovo,35.9906336,2014,22.33044455,527,orange,darkred,Upper middle income
Bulgaria,Gorna Oryahovitsa,46.44682191,2014,28.81800283,31863,darkorange,darkred,Upper middle income
Bulgaria,Haskovo,40.37281524,2014,25.04937596,78665,darkorange,darkred,Upper middle income
Bulgaria,Kardzhali,38.28329545,2014,23.75293016,43880,orange,darkred,Upper middle income
Bulgaria,Lovech,52.9379452,2014,32.84543037,36600,darkorange,orange,Upper middle income
Bulgaria,Montana,64.08960674,2014,39.7644961,43781,red,orange,Upper middle income
Bulgaria,Pazardzhik,44.37884615,2014,27.53492406,71979,darkorange,darkred,Upper middle income
Bulgaria,Pernik,43.96044373,2014,29.44929971,78284,darkorange,darkred,Upper middle income
Bulgaria,Pleven,51.76797783,2014,32.11952229,113246,darkorange,orange,Upper middle income
Bulgaria,Plovdiv,44.84032659,2014,29.79461988,338041,darkorange,darkred,Upper middle income
Bulgaria,Progled,10.58896551,2014,5.84342657,77,green,green,Upper middle income
Bulgaria,Ruse,42.22401662,2014,26.19795673,157369,darkorange,darkred,Upper middle income
Bulgaria,Sliven,40.10011331,2014,24.88017762,95363,orange,darkred,Upper middle income
Bulgaria,Smolyan,45.42418732,2014,28.18350761,30642,darkorange,darkred,Upper middle income
Bulgaria,Sofia,46.60823624,2014,28.70782608,1226155,darkorange,darkred,Upper middle income
Bulgaria,Sofiyska Oblast,32.15524079,2014,19.95076912,38738,orange,darkred,Upper middle income
Bulgaria,Stara Zagora,41.94265753,2014,15.87878787,139807,orange,darkred,Upper middle income
Bulgaria,Varna,42.66523476,2014,16.84247863,341706,orange,darkred,Upper middle income
Bulgaria,Veliko Tarnovo,38.76405693,2014,25.63618421,65604,darkorange,darkred,Upper middle income
Bulgaria,Vidin,60.83240997,2014,37.7435633,48071,red,orange,Upper middle income
Bulgaria,Vratsa,40.70711111,2014,25.25679035,60692,darkorange,darkred,Upper middle income
Bulgaria,Yana,32.59452054,2014,20.22332092,1207,orange,darkred,Upper middle income
Belarus,Brest,35,2014,23.31446827,320759,orange,darkred,Upper middle income
Belarus,Gomel,33,2014,21.98221294,483093,orange,darkred,Upper middle income
Belarus,Grodno,31,2014,20.64995761,339811,orange,darkred,Upper middle income
Belarus,Minsk,21,2014,13.98868096,1915396,yellow,yellow,Upper middle income
Belarus,Pinsk,43,2014,28.64348959,130355,darkorange,darkred,Upper middle income
Belarus,Svetlogorsk,50,2014,33.30638325,123790,darkorange,darkred,Upper middle income
Belarus,Vitebsk,52,2014,34.63863858,352743,darkorange,orange,Upper middle income
Brazil,Americana,36,2014,16.56296659,228250,orange,darkred,Upper middle income
Brazil,Aracatuba,34,2014,15.64280178,189040,orange,darkred,Upper middle income
Brazil,Araraquara,34,2014,15.64280178,220070,orange,darkred,Upper middle income
Brazil,Araucaria,22,2014,10.12181291,123440,yellow,yellow,Upper middle income
Brazil,Barra Mansa,30.33333333,2014,13.95583296,178280,yellow,darkred,Upper middle income
Brazil,Bauru,29,2014,13.34238975,351747,yellow,yellow,Upper middle income
Brazil,Camacari,20.45,2014,9.408685187,283460,green,yellow,Upper middle income
Brazil,Campinas,35,2014,16.10288418,3047102,orange,darkred,Upper middle income
Brazil,Campos Dos Goitacazes,26.95169356,2014,12.4,442700,yellow,yellow,Upper middle income
Brazil,Candeias,18,2014,8.281483294,81980,green,green,Upper middle income
Brazil,Canoas,29.1,2014,13.38839799,341340,yellow,yellow,Upper middle income
Brazil,Cantagalo,19.91,2014,9.160240688,10460,green,green,Upper middle income
Brazil,Carapicuiba,35,2014,16.10288418,369584,orange,darkred,Upper middle income
Brazil,Catanduva,41,2014,18.86337861,118520,orange,darkred,Upper middle income
Brazil,Charqueadas,28.8,2014,13.25037327,37380,yellow,yellow,Upper middle income
Brazil,Cordeiripolis,38,2014,17.4831314,243497,orange,darkred,Upper middle income
Brazil,Cubatao,68.66666667,2014,31.59232516,127010,darkorange,orange,Upper middle income
Brazil,Curitiba,20,2014,9.201648104,3473681,green,green,Upper middle income
Brazil,Diadema,34,2014,15.64280178,386089,orange,darkred,Upper middle income
Brazil,Dias DAvila,6,2014,2.760494431,243497,green,green,Upper middle income
Brazil,Duque De Caxias,58.64666667,2014,25.19,887960,darkorange,orange,Upper middle income
Brazil,Gravatai,16.3,2014,7.499343205,243497,green,green,Upper middle income
Brazil,Guarulhos,31,2014,14.26255456,1221979,yellow,darkred,Upper middle income
Brazil,Itaborai,46,2014,18.04,215412,orange,darkred,Upper middle income
Brazil,Itaguai,30,2014,13.80247216,104209,yellow,yellow,Upper middle income
Brazil,Jaboticabal,38,2014,17.4831314,72160,orange,darkred,Upper middle income
Brazil,Jacarei,25,2014,11.50206013,223410,yellow,yellow,Upper middle income
Brazil,Jai,25,2014,11.50206013,17635,yellow,yellow,Upper middle income
Brazil,Japeri,33,2014,15.18271937,99860,orange,darkred,Upper middle income
Brazil,Jundiai,30,2014,13.80247216,354204,yellow,yellow,Upper middle income
Brazil,Limeira,41,2014,18.86337861,291930,orange,darkred,Upper middle income
Brazil,Madre De Deus,12,2014,5.520988863,19740,green,green,Upper middle income
Brazil,Marilia,22,2014,10.12181291,207021,yellow,yellow,Upper middle income
Brazil,Maua,37,2014,17.02304899,417064,orange,darkred,Upper middle income
Brazil,Niteroi,54.19,2014,14.9,487562,yellow,orange,Upper middle income
Brazil,Nova Iguacu,52.82,2014,24.30155264,787563,orange,orange,Upper middle income
Brazil,Osasco,44,2014,20.24362583,666740,orange,darkred,Upper middle income
Brazil,Paulinia,39.5,2014,18.17325501,82070,orange,darkred,Upper middle income
Brazil,Piracicaba,38,2014,15,376763,yellow,darkred,Upper middle income
Brazil,Porto Real,17,2014,7.821400889,18160,green,green,Upper middle income
Brazil,Presidente Prudente,21,2014,9.66173051,217660,green,yellow,Upper middle income
Brazil,Resende,29,2014,13.03,117440,yellow,yellow,Upper middle income
Brazil,Rio Claro,56,2014,25.76461469,195090,darkorange,orange,Upper middle income
Brazil,Rio De Janeiro,41.894,2014,14.63923077,12902306,yellow,darkred,Upper middle income
Brazil,Salvador,23.04285714,2014,10.60161314,3582967,yellow,yellow,Upper middle income
Brazil,Santa Gertrudes,95,2014,43.7078285,21404,red,red,Upper middle income
Brazil,Santo Andre,36,2014,16.56296659,676407,orange,darkred,Upper middle income
Brazil,Santos,39,2014,18,433640,orange,darkred,Upper middle income
Brazil,Sao Bernardo Do Campo,36,2014,16.56296659,752658,orange,darkred,Upper middle income
Brazil,Sao Caetano Do Sul,37,2014,15,149263,yellow,darkred,Upper middle income
Brazil,Sao Goncalo,57.79,2014,26.5881622,998999,darkorange,orange,Upper middle income
Brazil,Sao Joao De Meriti,69.53,2014,15.25,458673,orange,orange,Upper middle income
Brazil,Sao Jose Do Rio Preto,32,2014,16,407276,orange,darkred,Upper middle income
Brazil,Sao Paulo,34.85714286,2014,19.14285714,21066245,orange,darkred,Upper middle income
Brazil,Seropedica,31.38,2014,14.71,68150,yellow,darkred,Upper middle income
Brazil,Serra,25,2014,11.50206013,406450,yellow,yellow,Upper middle income
Brazil,Sorocaba,39,2014,17.9432138,727116,orange,darkred,Upper middle income
Brazil,Taboao Da Serra,34,2014,15.64280178,244528,orange,darkred,Upper middle income
Brazil,Tatui,24,2014,11.04197773,102256,yellow,yellow,Upper middle income
Brazil,Vila Velha,26,2014,11.96214254,412575,yellow,yellow,Upper middle income
Brazil,Vitoria,24.9,2014,11.45605189,327801,yellow,yellow,Upper middle income
Brazil,Volta Redonda,33,2014,13.5,446933,yellow,darkred,Upper middle income
Bhutan,Bajo,92,2014,50.13602939,20000,darkred,red,Lower middle income
Bhutan,Pasakha,215,2014,117.1657209,20000,darkred,darkred,Lower middle income
Bhutan,Rinchending,88,2014,47.95620202,20000,red,red,Lower middle income
Bhutan,Thimphu,44,2014,23.97810101,152398,orange,darkred,Lower middle income
Switzerland,Aigle,17.1,2014,12.55800127,7955,yellow,green,High income
Switzerland,Altdorf,14,2014,10.28140455,8541,yellow,green,High income
Switzerland,Avully,14.5,2014,10.64859756,1736,yellow,green,High income
Switzerland,Baden,15.5,2014,11.3829836,16270,yellow,green,High income
Switzerland,Basel,17.15,2014,9.1,507764,green,green,High income
Switzerland,Bern,16,2014,11.75017662,358481,yellow,green,High income
Switzerland,Biberist,15,2014,11.01579058,7603,yellow,green,High income
Switzerland,Biel,16,2014,11.75017662,48655,yellow,green,High income
Switzerland,Bioggio,22.4,2014,16.45024727,2130,orange,yellow,High income
Switzerland,Bodio,19.4,2014,14.24708916,1058,yellow,green,High income
Switzerland,Brigerbad,13.5,2014,9.914211526,8645,green,green,High income
Switzerland,Brione,12.3,2014,9.032948279,203,green,green,High income
Switzerland,Bulle,13.4,2014,9.840772922,11986,green,green,High income
Switzerland,Camignolo,16.2,2014,11.89705383,3243,yellow,green,High income
Switzerland,Chaumont,6.9,2014,5.067263669,8645,green,green,High income
Switzerland,Chiasso,25.4,2014,18.65340539,7720,orange,yellow,High income
Switzerland,Chur,12.5,2014,9.179825487,32989,green,green,High income
Switzerland,Comano,16.9,2014,12.41112406,1594,yellow,green,High income
Switzerland,Davos,11,2014,8.078246428,11718,green,green,High income
Switzerland,Delemont,16.7,2014,12.26424685,11353,yellow,green,High income
Switzerland,Dornach,13,2014,9.547018506,5886,green,green,High income
Switzerland,Dubendorf,13.9,2014,8.4,22216,green,green,High income
Switzerland,Ebikon,14.5,2014,10.64859756,11322,yellow,green,High income
Switzerland,Egerkingen,15,2014,11.01579058,2884,yellow,green,High income
Switzerland,Eggerberg,11.2,2014,8.225123636,382,green,green,High income
Switzerland,Erstfeld,11.5,2014,8.445439448,3933,green,green,High income
Switzerland,Frauenfeld,15.1,2014,11.08922919,21954,yellow,green,High income
Switzerland,Fribourg,14.35,2014,10.53843966,87582,yellow,green,High income
Switzerland,Frutigen,16,2014,11.75017662,6661,yellow,green,High income
Switzerland,Geneve,17.8,2014,13.07207149,557806,yellow,green,High income
Switzerland,Giubiasco,17.6,2014,12.92519429,36089,yellow,green,High income
Switzerland,Glarus,12.5,2014,9.179825487,27571,green,green,High income
Switzerland,Harkingen,15.6,2014,10.3,1196,yellow,green,High income
Switzerland,Ittigen,15,2014,11.01579058,10991,yellow,green,High income
Switzerland,Lausanne,15.7,2014,11.52986081,352642,yellow,green,High income
Switzerland,Locarno,15.1,2014,11.08922919,14561,yellow,green,High income
Switzerland,Lugano,14.7,2014,9.6,46205,green,green,High income
Switzerland,Luzern,24.5,2014,17.99245795,81057,orange,yellow,High income
Switzerland,Magadino,15,2014,10.2,4348,yellow,green,High income
Switzerland,Massongex,16.7,2014,12.26424685,1319,yellow,green,High income
Switzerland,Mendrisio,23.9,2014,17.55182633,13176,orange,yellow,High income
Switzerland,Meyrin,15.7,2014,11.52986081,19548,yellow,green,High income
Switzerland,Moleno,16.7,2014,12.26424685,8645,yellow,green,High income
Switzerland,Montreux,12.5,2014,9.179825487,22454,green,green,High income
Switzerland,Morges,17.2,2014,12.63143987,14154,yellow,green,High income
Switzerland,Muttenz,17,2014,12.48456266,16654,yellow,green,High income
Switzerland,Neuchatel,13,2014,9.547018506,84012,green,green,High income
Switzerland,Neuhausen,12.4,2014,9.106386883,9959,green,green,High income
Switzerland,Nyon,15.9,2014,11.67673802,16182,yellow,green,High income
Switzerland,Olten,14,2014,10.28140455,16757,yellow,green,High income
Switzerland,Opfikon,16.1,2014,11.82361523,15573,yellow,green,High income
Switzerland,Payerne,11.8,2014,7.9,8938,green,green,High income
Switzerland,Porrentruy,14.7,2014,10.79547477,8374,yellow,green,High income
Switzerland,Reiden,15.8,2014,11.60329942,5958,yellow,green,High income
Switzerland,Rigi,7,2014,4.4,8645,green,green,High income
Switzerland,Rothenbrunnen,10,2014,7.343860389,422,green,green,High income
Switzerland,Roveredo,17,2014,12.48456266,2108,yellow,green,High income
Switzerland,Saxon,14.6,2014,10.72203617,3312,yellow,green,High income
Switzerland,Schonenbuch,13,2014,9.547018506,1245,green,green,High income
Switzerland,Schwyz,15.1,2014,11.08922919,13802,yellow,green,High income
Switzerland,Sion,16.8,2014,12.33768545,28324,yellow,green,High income
Switzerland,Sissach,17,2014,12.48456266,5325,yellow,green,High income
Switzerland,Sisseln,16.9,2014,12.41112406,1259,yellow,green,High income
Switzerland,Solothurn,15.5,2014,11.3829836,72466,yellow,green,High income
Switzerland,Suhr,17.8,2014,13.07207149,8451,yellow,green,High income
Switzerland,Tanikon,11.5,2014,8.445439448,8645,green,green,High income
Switzerland,Thonex,16.8,2014,12.33768545,12141,yellow,green,High income
Switzerland,Thun,16,2014,11.75017662,40377,yellow,green,High income
Switzerland,Weinfelden,15.4,2014,11.309545,9456,yellow,green,High income
Switzerland,Winterthur,15.3,2014,11.2361064,93110,yellow,green,High income
Switzerland,Yverdon,15.7,2014,11.52986081,24515,yellow,green,High income
Switzerland,Zug,18.2,2014,13.36582591,22973,yellow,green,High income
Switzerland,Zurich,16.05,2014,9.7,1246199,green,green,High income
Chile,Andacollo,66.8845,2014,32.61456244,9444,darkorange,orange,High income
Chile,Antofagasta,39.6345,2014,12.1739,450979,yellow,darkred,High income
Chile,Arica,31.1187823,2014,15.1743,223600,orange,darkred,High income
Chile,Cerrillos,65.5477,2014,31.3855,80832,darkorange,orange,High income
Chile,Cerro Navia,57.1982,2014,32.7209,132622,darkorange,orange,High income
Chile,Chiguayante,30.5326,2014,17.9352,85938,orange,darkred,High income
Chile,Chillan,49.4178,2014,26.68445,184739,darkorange,darkred,High income
Chile,Comuna De Coyhaique,75.49315,2014,62.43795,57818,darkred,red,High income
Chile,Concepcion,31.816,2014,15.51428087,212003,orange,darkred,High income
Chile,Copiapo,47.4064,2014,19.0561,167800,orange,darkred,High income
Chile,Coquimbo,29.54903134,2014,14.40885,457108,yellow,yellow,High income
Chile,Coronel,31.8169,2014,15.51471973,116262,orange,darkred,High income
Chile,Curico,50.5813,2014,27.3816,112700,darkorange,orange,High income
Chile,El Bosque,69.1421,2014,32.7754,162505,darkorange,orange,High income
Chile,Independencia,59.9436,2014,29.0841,100281,darkorange,orange,High income
Chile,La Florida,63.5556,2014,29.3158,366916,darkorange,orange,High income
Chile,Las Condes,50.2696,2014,23.3206,294838,orange,orange,High income
Chile,Los Angeles,55.454,2014,27.0959,202331,darkorange,orange,High income
Chile,Maule,41.5945,2014,21.5174,3967,orange,darkred,High income
Chile,Osorno,53.5972,2014,34.5996,143500,darkorange,orange,High income
Chile,Padre Las Casas,63.6726,2014,34.9361,33697,darkorange,orange,High income
Chile,Pudahuel,63.8694,2014,29.5471,230293,darkorange,orange,High income
Chile,Puente Alto,64.3203,2014,26.6921,568106,darkorange,orange,High income
Chile,Punta Arenas,11.18590852,2014,5.45453,125900,green,green,High income
Chile,Quilicura,76.9449,2014,28.8672,210410,darkorange,red,High income
Chile,Quilpue,39.8404,2014,17.5213,126893,orange,darkred,High income
Chile,Rancagua,74.96325,2014,29.8122,276000,darkorange,red,High income
Chile,Rengo,49.225,2014,24.00334661,30891,orange,darkred,High income
Chile,Salamanca,9.36362,2014,4.565936341,11613,green,green,High income
Chile,San Fernando,42.9609,2014,20.94881409,49519,orange,darkred,High income
Chile,Santiago,68.38,2014,24.3905,6507400,orange,orange,High income
Chile,Talagante,40.579,2014,19.78733981,6507400,orange,darkred,High income
Chile,Talca,49.4293,2014,25.3009,221100,darkorange,darkred,High income
Chile,Temuco,50.11705,2014,31.03065,361620,darkorange,orange,High income
Chile,Valdivia,46.8231,2014,28.747,152600,darkorange,darkred,High income
Chile,Valpara<U+00ed>So,32.20301684,2014,15.703,906967,orange,darkred,High income
Chile,Vina Del Mar,33.7873,2014,12.5263,286931,yellow,darkred,High income
China,Baoding,224,2014,129,1105986,darkred,darkred,Upper middle income
China,Beijing,115.8,2014,85.9,20383994,darkred,darkred,Upper middle income
China,Cangzhou,138,2014,88,526781,darkred,darkred,Upper middle income
China,Changchun,118,2014,68,3762390,darkred,darkred,Upper middle income
China,Changsha,84,2014,74,3761018,darkred,red,Upper middle income
China,Changzhou,104,2014,67,2584418,darkred,darkred,Upper middle income
China,Chengde,111,2014,52,682999,darkred,darkred,Upper middle income
China,Chengdu,123,2014,77,7555705,darkred,darkred,Upper middle income
China,Chongqing,98,2014,65,13331579,darkred,red,Upper middle income
China,Dalian,74,2014,53,4489380,darkred,red,Upper middle income
China,Dongguan,60,2014,45,7434935,red,orange,Upper middle income
China,Foshan,66,2014,45,7035945,red,orange,Upper middle income
China,Guangzhou,67,2014,49,12458130,red,orange,Upper middle income
China,Guiyang,73,2014,48,2870895,red,red,Upper middle income
China,Haikou,42,2014,24,1903037,orange,darkred,Upper middle income
China,Handan,187,2014,116,1634008,darkred,darkred,Upper middle income
China,Harbin,111,2014,72,5457414,darkred,darkred,Upper middle income
China,Hefei,113,2014,83,3347591,darkred,darkred,Upper middle income
China,Hengshui,192,2014,108,478365,darkred,darkred,Upper middle income
China,Huaian,105,2014,68,2000195,darkred,darkred,Upper middle income
China,Jinan,192.2635135,2014,90,4032150,darkred,darkred,Upper middle income
China,Jiangmen,64,2014,44,1572383,red,orange,Upper middle income
China,Jiaxing,81,2014,57,970230,darkred,red,Upper middle income
China,Jinhua,136.7207207,2014,64,970089,darkred,darkred,Upper middle income
China,Langfang,159,2014,100,621722,darkred,darkred,Upper middle income
China,Lanzhou,126,2014,58.98154982,2723114,darkred,darkred,Upper middle income
China,Lianyungang,111,2014,61.2,1099332,darkred,darkred,Upper middle income
China,Lishui,62,2014,39,351506,red,orange,Upper middle income
China,Nanchang,85,2014,52,2526814,darkred,red,Upper middle income
China,Nanjing,123,2014,73.8,7369157,darkred,darkred,Upper middle income
China,Nanning,84,2014,49,3234379,red,red,Upper middle income
China,Nantong,96,2014,62,1978255,darkred,red,Upper middle income
China,Ningbo,73,2014,46,3131921,red,red,Upper middle income
China,Qingdao,107,2014,59,4565549,darkred,darkred,Upper middle income
China,Qinhuangdao,114,2014,60,1109249,darkred,darkred,Upper middle income
China,Quzhou,121.7668919,2014,57,559555,darkred,darkred,Upper middle income
China,Shanghai,71,2014,52,23740778,darkred,red,Upper middle income
China,Shaoxing,134.5844595,2014,63,2075769,darkred,darkred,Upper middle income
China,Shenyang,124,2014,74,6315470,darkred,darkred,Upper middle income
China,Shenzhen,53,2014,34,10749473,darkorange,orange,Upper middle income
China,Shijiazhuang,216,2014,126,3264498,darkred,darkred,Upper middle income
China,Suqian,113,2014,67.5,1049812,darkred,darkred,Upper middle income
China,Suzhou,86,2014,66,923274,darkred,red,Upper middle income
China,Taiyuan,138,2014,72,3481810,darkred,darkred,Upper middle income
China,Taizhou,71,2014,43,1183925,red,red,Upper middle income
China,Tangshan,163,2014,101,2743252,darkred,darkred,Upper middle income
China,Tianjin,133,2014,83,11210329,darkred,darkred,Upper middle income
China,Urumqi,146,2014,61,3498591,darkred,darkred,Upper middle income
China,Wenzhou,75,2014,46,3207846,red,red,Upper middle income
China,Wuhan,113,2014,82,7905572,darkred,darkred,Upper middle income
China,Wuxi,105,2014,68,3049042,darkred,darkred,Upper middle income
China,Xian,147,2014,76,6043700,darkred,darkred,Upper middle income
China,Xiamen,59,2014,37,4430081,red,orange,Upper middle income
China,Xingtai,235,2014,131,741757,darkred,darkred,Upper middle income
China,Xining,120,2014,63,1322966,darkred,darkred,Upper middle income
China,Xuzhou,119,2014,67.3,1917791,darkred,darkred,Upper middle income
China,Yancheng,92,2014,57.5,1435817,darkred,red,Upper middle income
China,Yangzhou,139.2842342,2014,65.2,1765449,darkred,darkred,Upper middle income
China,Zhangjiakou,78,2014,35,983441,darkorange,red,Upper middle income
China,Zhaoqing,74,2014,52,626111,darkred,red,Upper middle income
China,Zhengzhou,158,2014,88,4387118,darkred,darkred,Upper middle income
China,Zhenjiang,96,2014,67.5,1049853,darkred,red,Upper middle income
China,Zhongshan,57,2014,38,3691360,red,orange,Upper middle income
China,Zhoushan,64.08783784,2014,30,590816,darkorange,orange,Upper middle income
Colombia,Bello,42.9,2014,19.63498489,371591,orange,darkred,Upper middle income
Colombia,Caldas,62.9,2014,24.9,67999,orange,orange,Upper middle income
Colombia,Girardota,45.6,2014,20.87075318,53006,orange,darkred,Upper middle income
Colombia,Itagui,54.05,2014,28.6,229800,darkorange,orange,Upper middle income
Colombia,Medellin,57.33333333,2014,27.55,3510296,darkorange,orange,Upper middle income
Colombia,Santiago De Cali,41.175,2014,17.13333333,2208000,orange,darkred,Upper middle income
Czechia,Belotin,28.33339619,2014,22.08551441,1641,orange,yellow,High income
Czechia,Beroun,27.63015122,2014,12.4827938,18819,yellow,yellow,High income
Czechia,Brandys Nad LabemStara Boleslav,26.41332378,2014,20.5888429,15298,orange,yellow,High income
Czechia,Brno,24.57421339,2014,18.56850174,390247,orange,yellow,High income
Czechia,Brusperk,37.64265536,2014,29.34196104,3587,darkorange,darkred,High income
Czechia,Ceska Lipa,18.76624494,2014,14.62804424,36017,yellow,green,High income
Czechia,Ceske Budejovice,21.57326857,2014,16.88874171,89045,orange,yellow,High income
Czechia,Cesky Tesin,43.39699547,2014,33.82739443,36017,darkorange,darkred,High income
Czechia,Cheb,19.37274591,2014,15.10080387,32401,orange,green,High income
