country,city,pm10,Year,pm25,population,color_pm25,color_pm10,avg_income
Germany,Neuhaus Am Rennweg,9.5096,2015,6.652168181,7287,green,green,High income
Germany,Neuhausen/Erzgebirge,12.7673,2015,8.930998866,2906,green,green,High income
Germany,Neuruppin,17.8429,2015,12.4814894,30328,yellow,green,High income
Germany,Neuwied,19.4303,2015,11.5939,64144,yellow,green,High income
Germany,Niederzier,21.8168,2015,12.5964,13758,yellow,yellow,High income
Germany,Norderney,16.2488,2015,11.36638243,5846,yellow,green,High income
Germany,Nordhausen,17.8086,2015,12.45749582,42473,yellow,green,High income
Germany,Nurnberg,26.1344,2015,13.5155,486314,yellow,yellow,High income
Germany,Oberaudorf,19.7515,2015,12.7679,5000,yellow,green,High income
Germany,Oberbodnitz,12.5021,2015,8.6332,243,green,green,High income
Germany,Oberhausen,25.2326,2015,17.65074229,210216,orange,yellow,High income
Germany,Oberried,8.5318,2015,6.6904,2870,green,green,High income
Germany,Oettingen In Bayern,18.22832154,2015,12.7511,5073,yellow,green,High income
Germany,Offenbach Am Main,22.4041,2015,15.67214616,113443,orange,yellow,High income
Germany,Oldenburg,22.8408,2015,13.5732,249700,yellow,yellow,High income
Germany,Osnabruck,21.90153333,2015,13.0177,153699,yellow,yellow,High income
Germany,Passau,20.5947,2015,15.2465,67300,orange,yellow,High income
Germany,Pfinztal,20.4127,2015,14.332,17711,yellow,yellow,High income
Germany,Pforzheim,16.679,2015,11.8231,119418,yellow,green,High income
Germany,Pirmasens,15.9558,2015,11.16142267,40887,yellow,green,High income
Germany,Plauen,19.1499,2015,13.3957638,68963,yellow,green,High income
Germany,Potsdam,21.56775,2015,13.89996667,146014,yellow,yellow,High income
Germany,Radebeul,17.4443,2015,12.2026602,33200,yellow,green,High income
Germany,Ratingen,15.5459,2015,10.87468887,86967,yellow,green,High income
Germany,Ratzeburg,21.4722,2015,12.0748,13613,yellow,yellow,High income
Germany,Raunheim,16.6092,2015,11.61848992,14472,yellow,green,High income
Germany,Regensburg,22.1431,2015,15.48957109,127918,orange,yellow,High income
Germany,RehlingenSiersburg,12.9555,2015,9.062648783,14629,green,green,High income
Germany,Reutlingen,23.2222,2015,15.7796,103711,orange,yellow,High income
Germany,Riedstadt,16.8445,2015,11.78308729,21557,yellow,green,High income
Germany,Rinteln,16.562,2015,10.6266,25791,yellow,green,High income
Germany,Rostock,20.82696667,2015,12.9057,200265,yellow,yellow,High income
Germany,Rothenklempenow,18.1855,2015,12.72114542,652,yellow,green,High income
Germany,Rovershagen,16.1508,2015,11.29782934,2494,yellow,green,High income
Germany,Rudersdorf Bei Berlin,24.3207,2015,14.8101,14922,yellow,yellow,High income
Germany,Saalfeld/Saale,18.9267,2015,13.23963064,25532,yellow,green,High income
Germany,Saarbrucken,18.9242,2015,12.2449,175853,yellow,green,High income
Germany,Saarlouis,19.2743,2015,13.48278426,34479,yellow,green,High income
Germany,Salzgitter,16.0155,2015,10.4271,98895,yellow,green,High income
Germany,Schramberg,19.5451,2015,12.7562,21043,yellow,green,High income
Germany,Schwabach,18.3743,2015,12.85321505,38469,yellow,green,High income
Germany,Schwabisch Hall,18.2993,2015,12.80075095,36548,yellow,green,High income
Germany,Schwandorf,19.35137519,2015,13.5367,27557,yellow,green,High income
Germany,Schwedt/Oder,18.1743,2015,12.9828,31785,yellow,green,High income
Germany,Schweinfurt,16.6098,2015,11.61890963,54225,yellow,green,High income
Germany,Schwerin,18.6713,2015,13.0548,91293,yellow,green,High income
Germany,Schwerte,18.1278,2015,12.7898,46743,yellow,green,High income
Germany,Simmerath,10.7772,2015,8.0547,15122,green,green,High income
Germany,Soest,16.7118,2015,12.4434,46742,yellow,green,High income
Germany,Solingen,17.1837,2015,12.02036493,164272,yellow,green,High income
Germany,Solling,13.7717,2015,9.633598105,24491,green,green,High income
Germany,Sondershausen,12.3716,2015,8.65419827,22541,green,green,High income
Germany,Sonnenbuhl,11.9368,2015,7.8834,7010,green,green,High income
Germany,Speyer,20.56406156,2015,14.385,49540,yellow,yellow,High income
Germany,Spremberg,19.2263,2015,13.225,23615,yellow,green,High income
Germany,Stechlin,14.1798,2015,9.9697,1206,green,green,High income
Germany,Stendal,16.4392,2015,11.49957129,40959,yellow,green,High income
Germany,Stralsund,18.5369,2015,12.96695722,56729,yellow,green,High income
Germany,Stuttgart,27.4634,2015,14.82013333,625511,yellow,yellow,High income
Germany,Sudharz,15.4186,2015,10.78563981,10099,yellow,green,High income
Germany,Suhl,15.7471,2015,11.01543257,47800,yellow,green,High income
Germany,SulzbachRosenberg,17.7572,2015,12.42154042,19598,yellow,green,High income
Germany,Sylt,18.6489,2015,13.04530361,14813,yellow,green,High income
Germany,Tauberbischofsheim,15.8071,2015,11.05740385,12813,yellow,green,High income
Germany,Tiefenbach,11.6598,2015,8.8714,6603,green,green,High income
Germany,Titz,20.3259,2015,14.2184009,8289,yellow,yellow,High income
Germany,Trier,19.284,2015,13.6691,100226,yellow,green,High income
Germany,Trostberg,16.3107,2015,12.2322,11201,yellow,green,High income
Germany,Tubingen,17.8282,2015,12.0871,82511,yellow,green,High income
Germany,Ulm,18.4428,2015,13.1927,116439,yellow,green,High income
Germany,Unna,18.59771699,2015,13.0095,59149,yellow,green,High income
Germany,VillingenSchwenningen,14.5587,2015,10.1841214,82082,yellow,green,High income
Germany,Volklingen,16.1526,2015,11.29908847,38809,yellow,green,High income
Germany,Walsrode,17.4146,2015,12.18188441,23405,yellow,green,High income
Germany,Warstein,22.0177,2015,12.7959,25966,yellow,yellow,High income
Germany,Weiden In Der Oberpfalz,19.1954114,2015,13.4276,54800,yellow,green,High income
Germany,Weil Am Rhein,16.3199,2015,12.3199,28829,yellow,green,High income
Germany,Weimar,22.93785,2015,16.1412,62764,orange,yellow,High income
Germany,Weissenfels,18.58456514,2015,13.0003,40194,yellow,green,High income
Germany,Wendlingen Am Neckar,24.6764,2015,17.26166851,15580,orange,yellow,High income
Germany,Wermsdorf,15.0188,2015,10.1919,5496,yellow,green,High income
Germany,Wesel,17.974,2015,13.8792,60336,yellow,green,High income
Germany,Wetzlar,23.17845,2015,16.21382052,50895,orange,yellow,High income
Germany,Wiesbaden,17.89855,2015,13.33285,273675,yellow,green,High income
Germany,Wiesloch,17.6438,2015,12.3422147,24735,yellow,green,High income
Germany,Wilhelmshaven,15.3464,2015,9.3724,77451,green,green,High income
Germany,Wittenberge,14.3291,2015,10.3901,17792,yellow,green,High income
Germany,Wolfsburg,17.7623,2015,12.42510798,120600,yellow,green,High income
Germany,Worms,21.0286,2015,15.2961,79207,orange,yellow,High income
Germany,Worth Am Rhein,17.3261,2015,12.11997677,17289,yellow,green,High income
Germany,Wuppertal,21.9356,2015,11.8288,343854,yellow,yellow,High income
Germany,Wurzburg,25.2481,2015,17.66158487,124297,orange,yellow,High income
Germany,Zeitz,16.2508,2015,11.36778147,30445,yellow,green,High income
Germany,ZellaMehlis,15.7879,2015,10.384,11139,yellow,green,High income
Germany,Zierenberg,13.5174,2015,9.455709827,6595,green,green,High income
Germany,Zingst,14.4565,2015,10.11263032,3102,yellow,green,High income
Germany,Zittau,20.3292,2015,14.22070932,26777,yellow,yellow,High income
Germany,Zwickau,19.6891,2015,13.77294571,93081,yellow,green,High income
Denmark,Aarhus,20.59946397,2015,10.97120123,249709,yellow,yellow,High income
Denmark,Bagenkop,20.62028037,2015,13.60284025,519,yellow,yellow,High income
Denmark,Copenhagen,24.86907715,2015,13.28188995,539542,yellow,yellow,High income
Denmark,Roskilde,16.53192561,2015,9.520641775,47117,green,green,High income
Ecuador,Cuenca,40.1,2015,19.56974647,360505,orange,darkred,Upper middle income
Ecuador,Quito,37.34833333,2015,17.266,1726075,orange,darkred,Upper middle income
Egypt,Delta Region,249,2015,102.1873242,7941833,darkred,darkred,Lower middle income
Egypt,Greater Cairo,284,2015,116.5510043,18771768,darkred,darkred,Lower middle income
Spain,A Coruna,25.51457345,2015,14.12663037,245053,yellow,yellow,High income
Spain,Aguimes,24.22927421,2015,8.72291195,29641,green,yellow,High income
Spain,Aia,12.84555935,2015,6.596358305,2039,green,green,High income
Spain,Alacant,18.34618578,2015,8.91167834,329325,green,green,High income
Spain,Alagon,19.9217877,2015,14.26047904,7052,yellow,green,High income
Spain,Albacete,29.45230908,2015,11.20813638,157884,yellow,yellow,High income
Spain,Albalat Dels Tarongers,9.43287892,2015,7.10247227,1163,green,green,High income
Spain,Alcala De Henares,22.22233688,2015,11.41145297,200505,yellow,yellow,High income
Spain,Alcaniz,24.88579387,2015,12.77917205,16333,yellow,yellow,High income
Spain,Alcantarilla,24.56449375,2015,12.61418035,40907,yellow,yellow,High income
Spain,Alcobendas,19.08192937,2015,9.798813726,112188,green,green,High income
Spain,Alcoi,15.99140401,2015,8.211789598,60716,green,green,High income
Spain,Alcorcon,15.61741483,2015,8.01974139,163431,green,green,High income
Spain,Alcudia,15.64853213,2015,8.035720521,18914,green,green,High income
Spain,Alfaraz De Sayago,9.22965116,2015,5.7957317,166,green,green,High income
Spain,Alfaro,17.9445345,2015,6.36662059,9688,green,green,High income
Spain,Algar,28.75574712,2015,14.76644233,1482,yellow,yellow,High income
Spain,Algeciras,27.00555555,2015,13.86769667,117974,yellow,yellow,High income
Spain,Algete,12.74747147,2015,6.54598893,20102,green,green,High income
Spain,Almassora,15.8994666,2015,7.97727272,25522,green,green,High income
Spain,Almonte,16.95467422,2015,8.706441117,23046,green,green,High income
Spain,Altsasu,15.78047099,2015,8.103472806,7618,green,green,High income
Spain,Alzira,21.24534161,2015,10.90975346,44518,yellow,yellow,High income
Spain,Aranda De Duero,19.81657483,2015,10.17606352,33065,yellow,green,High income
Spain,Aranjuez,19.18545034,2015,9.851973062,57792,green,green,High income
Spain,Arcos De La Frontera,38.62658227,2015,19.83524188,31368,orange,darkred,High income
Spain,Arganda Del Rey,22.36530308,2015,11.48486794,55307,yellow,yellow,High income
Spain,Arrasate,16.34990128,2015,8.395882511,21975,green,green,High income
Spain,Arrecife,21.4320419,2015,4.56193365,54270,green,yellow,High income
Spain,Arrubal,20.57647663,2015,10.00896835,474,yellow,yellow,High income
Spain,Arteixo,21.11101668,2015,11.00784881,30857,yellow,yellow,High income
Spain,Arucas,24.5532597,2015,9.70574219,37056,green,yellow,High income
Spain,As Pontes De Garcia Rodriguez,10.99098265,2015,8.30102184,11021,green,green,High income
Spain,Astillero,22.45747229,2015,11.532198,17854,yellow,yellow,High income
Spain,Avila,17.27806925,2015,8.872508583,58933,green,green,High income
Spain,Aviles,34.80137919,2015,17.87095139,81659,orange,darkred,High income
Spain,Azpeitia,15.51490356,2015,7.967100549,14580,green,green,High income
Spain,Badajoz,16.04895833,2015,8.45664739,143707,green,green,High income
Spain,Badalona,24.90683229,2015,12.78997555,221916,yellow,yellow,High income
Spain,Balcon De Telde,44.20377403,2015,8.80965517,101080,green,darkred,High income
Spain,Barakaldo,19.82780565,2015,10.18183069,100064,yellow,green,High income
Spain,Barcelona,27.93005851,2015,17.17297775,5258319,orange,yellow,High income
Spain,Barreda,23.26290514,2015,11.94579803,23822,yellow,yellow,High income
Spain,Barriada Rio San Pedro,33.87319884,2015,17.39431895,23822,orange,darkred,High income
Spain,Basauri,20.49416067,2015,10.52401248,41777,yellow,yellow,High income
Spain,Beasain,19.47559633,2015,8.91499931,13812,green,green,High income
Spain,Benicasim,11.76183626,2015,7.03178193,18178,green,green,High income
Spain,Bilbao,17.17558314,2015,8.819880661,351356,green,green,High income
Spain,Biscay,20.42566287,2015,10.48883799,23822,yellow,yellow,High income
Spain,Bizkaia,11.30969207,2015,5.807670898,23822,green,green,High income
Spain,Brena Baja,24.10338893,2015,6.97274693,5366,green,yellow,High income
Spain,Bunol,9.24055944,2015,6.04767959,9835,green,green,High income
Spain,Bunyola,16.54824617,2015,6.99109461,6662,green,green,High income
Spain,Burgos,15.63017479,2015,8.026293793,177776,green,green,High income
Spain,Burjassot,24.4260355,2015,12.54308028,37641,yellow,yellow,High income
Spain,Buzanada,37.03527924,2015,13.64502413,23822,yellow,darkred,High income
Spain,Caceres,15.86749311,2015,6.72005278,95616,green,green,High income
Spain,Cadaques,17.39825581,2015,8.48623853,2820,green,green,High income
Spain,Camargo,25.2363676,2015,12.95919613,31007,yellow,yellow,High income
Spain,Campisabalos,9.1,2015,4.81686046,60,green,green,High income
Spain,Candelaria,25.74066059,2015,8.72964644,26543,green,yellow,High income
Spain,Cangas Del Narcea,23.16676297,2015,11.8964278,13710,yellow,yellow,High income
Spain,Caravaca De La Cruz,16.28198713,2015,8.36100773,26280,green,green,High income
Spain,Cardenajimeno,16.53712201,2015,10.01933632,976,yellow,green,High income
Spain,Carracedelo,17.03618846,2015,8.748299717,3630,green,green,High income
Spain,Cartagena,22.53745859,2015,11.57327198,216451,yellow,yellow,High income
Spain,Castello,11.02830623,2015,8.10157961,55,green,green,High income
Spain,Castello De La Plana,18.77341389,2015,9.640387098,176298,green,green,High income
Spain,Castillo Del Romeral,30.30106895,2015,7.32988843,23822,green,darkred,High income
Spain,Castro Urdiales,17.57685525,2015,9.025938999,32487,green,green,High income
Spain,Caudete De Las Fuentes,16.53858862,2015,11.08189756,728,yellow,green,High income
Spain,Cee,16.16688176,2015,8.301899657,7760,green,green,High income
Spain,Cerceda,12.85148916,2015,6.599403338,5156,green,green,High income
Spain,Cesuras,14.56581949,2015,7.479733793,5275,green,green,High income
Spain,Ciudad Real,27.51669301,2015,14.13017227,70446,yellow,yellow,High income
Spain,Ciutadella De Menorca,19.30364946,2015,9.912669815,29510,green,green,High income
Spain,Collado Villalba,25.69392769,2015,13.19415906,62587,yellow,yellow,High income
Spain,Colmenar Viejo,15.33021591,2015,7.872261089,47445,green,green,High income
Spain,Congosto,12.91879751,2015,6.633967033,1615,green,green,High income
Spain,Coslada,26.42296037,2015,13.56852663,94341,yellow,yellow,High income
Spain,Cuadros,12.82555991,2015,6.586088338,1998,green,green,High income
Spain,Donostia,16.73221827,2015,8.479274,185512,green,green,High income
Spain,Dulantzi,16.07381924,2015,8.254110868,23822,green,green,High income
Spain,Dumbria,13.77810354,2015,7.075231622,3317,green,green,High income
Spain,Durango,20.30542329,2015,11.89693174,28806,yellow,yellow,High income
Spain,El Ejido,26.97790055,2015,13.85349548,80839,yellow,yellow,High income
Spain,El Medano,30.06041042,2015,12.66324648,23822,yellow,darkred,High income
Spain,El Rio,26.41957387,2015,9.94848981,23822,green,yellow,High income
Spain,Elche,23.43413173,2015,12.03372506,227417,yellow,yellow,High income
Spain,Elda,11.5361275,2015,9.28913813,55575,green,green,High income
Spain,Els Torms,14.28160919,2015,8.33522727,168,green,green,High income
Spain,Eltziego,12.05068965,2015,6.188182592,23822,green,green,High income
Spain,Erandio,19.82958083,2015,10.61309743,24369,yellow,green,High income
Spain,Estacion Ferrea,21.45171339,2015,11.015728,23822,yellow,yellow,High income
Spain,Ferrol,15.65264848,2015,8.037834319,81687,green,green,High income
Spain,Fortelasa De Isabel Ii,17.99406528,2015,7.03514376,23822,green,green,High income
Spain,Foz Calanda,13.04166666,2015,6.697061906,284,green,green,High income
Spain,Fuenlabrada,24.2012927,2015,12.42767199,195864,yellow,yellow,High income
Spain,Funes,14.21932998,2015,7.301807017,2471,green,green,High income
Spain,Galilea,12.70318843,2015,8.89955177,365,green,green,High income
Spain,Gallarta,14.87702936,2015,7.639544024,23822,green,green,High income
